Date,ETH Price (USD),Hashrate (GH/s),Blocks per day,,
3/20/2021,1805.49,463782.8908,6527,,
3/21/2021,1783.94,457142.7044,6421,,
3/22/2021,1682.05,453702.2598,6490,,
3/23/2021,1668.69,458818.2224,6505,,
3/24/2021,1583.24,456644.1132,6484,,
3/25/2021,1588.34,466920.5202,6514,,
3/26/2021,1699.89,478075.4561,6539,,
3/27/2021,1713.94,473457.0397,6485,,
3/28/2021,1686.74,477351.3128,6493,,
3/29/2021,1816.48,487236.732,6511,,
3/30/2021,1841.4,486381.4378,6518,,
3/31/2021,1919.08,482269.2595,6452,,
4/1/2021,1967.67,488263.6552,6516,,
4/2/2021,2134.46,490883.6004,6454,,
4/3/2021,2009.19,493933.1209,6527,,
4/4/2021,2076.62,504661.3626,6561,,
4/5/2021,2107.73,514496.8107,6510,,
4/6/2021,2112.29,507911.9863,6483,,
4/7/2021,1964.18,510173.0421,6426,,
4/8/2021,2081.11,520164.6427,6455,,
4/9/2021,2066.55,512284.61,6457,,
4/10/2021,2133.82,518135.0877,6582,,
4/11/2021,2150.54,510258.7918,6546,,
4/12/2021,2137.79,539964.1183,6516,,
4/13/2021,2298.66,536439.3516,6474,,
4/14/2021,2431.86,534784.8071,6449,,
4/15/2021,2517.08,534788.5007,6500,,
4/16/2021,2430.91,514120.6001,6433,,
4/17/2021,2318.01,522224.9023,6467,,
4/18/2021,2240.96,531046.4509,6501,,
4/19/2021,2163.36,510461.851,6400,,
4/20/2021,2332.45,530846.8549,6580,,
4/21/2021,2357.59,541356.0007,6519,,
4/22/2021,2410.48,538949.1996,6417,,
4/23/2021,2369.67,539129.7506,6450,,
4/24/2021,2216.56,541480.4112,6500,,
4/25/2021,2322.14,558255.7629,6509,,
4/26/2021,2534.9,562430.6079,6471,,
4/27/2021,2667.93,557235.5988,6488,,
4/28/2021,2750.91,575053.3189,6463,,
4/29/2021,2758.46,568263.862,6484,,
4/30/2021,2775.96,566158.3993,6451,,
5/1/2021,2947.8,572189.3644,6489,,
5/2/2021,2954.22,572049.1138,6418,,
5/3/2021,3432.21,573040.069,6507,,
5/4/2021,3241.09,588043.6014,6504,,
5/5/2021,3522.18,583361.0688,6518,,
5/6/2021,3491.74,596101.3131,6466,,
5/7/2021,3483.96,580225.3202,6447,,
5/8/2021,3916.25,592468.3454,6486,,
5/9/2021,3927.06,601085.784,6478,,
5/10/2021,3946.42,603241.7421,6517,,
5/11/2021,4181.28,604036.8695,6447,,
5/12/2021,3811.29,604529.3351,6439,,
5/13/2021,3718.99,618543.806,6538,,
5/14/2021,4087.02,619395.1676,6477,,
5/15/2021,3644.04,612776.0556,6474,,
5/16/2021,3586.18,629683.3096,6458,,
5/17/2021,3280.73,613785.9781,6419,,
5/18/2021,3377.65,628525.0569,6463,,
5/19/2021,2442.89,632820.4407,6423,,
5/20/2021,2772.84,643805.8731,6463,,
5/21/2021,2435.86,621500.1284,6410,,
5/22/2021,2297.03,621794.6472,6462,,
5/23/2021,2098.57,613847.6693,6454,,
5/24/2021,2648.77,608751.561,6487,,
5/25/2021,2707.49,605002.7384,6404,,
5/26/2021,2888.94,606507.4136,6431,,
5/27/2021,2742.48,600159.3541,6425,,
5/28/2021,2412.36,599444.4848,6463,,
5/29/2021,2278.58,597052.0837,6467,,
5/30/2021,2386.91,604655.8902,6417,,
5/31/2021,2707.38,597041.8277,6423,,
6/1/2021,2634.23,584926.6125,6478,,
6/2/2021,2706.52,598298.2993,6506,,
6/3/2021,2856.01,598452.2507,6404,,
6/4/2021,2691.17,613283.3011,6519,,
6/5/2021,2629.76,610328.8732,6434,,
6/6/2021,2710.99,618001.7688,6532,,
6/7/2021,2593.12,615433.2874,6431,,
6/8/2021,2509.23,618766.242,6475,,
6/9/2021,2610.64,607484.195,6437,,
6/10/2021,2471.56,590863.3448,6462,,
6/11/2021,2355.09,595853.4882,6454,,
6/12/2021,2369.62,584148.7717,6434,,
6/13/2021,2509.7,577674.1624,6473,,
6/14/2021,2582.12,576504.461,6431,,
6/15/2021,2543.6,594816.7019,6505,,
6/16/2021,2367.7,575448.0231,6399,,
6/17/2021,2372.31,575288.5991,6472,,
6/18/2021,2233.57,580292.3843,6405,,
6/19/2021,2166.61,562051.934,6426,,
6/20/2021,2243.6,548704.7631,6469,,
6/21/2021,1887.89,524813.2149,6316,,
6/22/2021,1880.83,515327.133,6437,,
6/23/2021,1967.95,496967.5813,6429,,
6/24/2021,1989.01,493929.6709,6418,,
6/25/2021,1810.27,481062.9144,6342,,
6/26/2021,1830.94,477535.4945,6427,,
6/27/2021,1983.33,479153.7314,6448,,
6/28/2021,2083.8,489265.9778,6466,,
6/29/2021,2165.61,492151.2463,6406,,
6/30/2021,2276.14,497653.3399,6455,,
7/1/2021,2109.29,487720.8927,6350,,
7/2/2021,2155.65,495779.9851,6437,,
7/3/2021,2227.18,494127.4956,6417,,
7/4/2021,2323.27,499551.5131,6458,,
7/5/2021,2196.71,505770.1308,6419,,
7/6/2021,2322.63,513556.1927,6425,,
7/7/2021,2317.12,508001.473,6390,,
7/8/2021,2114.51,511075.8048,6450,,
7/9/2021,2145.67,507214.5453,6406,,
7/10/2021,2110.47,528498.1002,6447,,
7/11/2021,2140.45,521012.5675,6423,,
7/12/2021,2032.88,525741.023,6377,,
7/13/2021,1940.61,505946.1635,6307,,
7/14/2021,1994.22,507499.7781,6390,,
7/15/2021,1918.17,515497.2254,6427,,
7/16/2021,1877.05,514131.7288,6339,,
7/17/2021,1899.96,519579.1713,6357,,
7/18/2021,1891.96,515027.2984,6371,,
7/19/2021,1818.6,522639.5428,6435,,
7/20/2021,1786.52,517260.583,6339,,
7/21/2021,1994.98,527143.7987,6414,,
7/22/2021,2024.74,526677.2509,6422,,
7/23/2021,2125.57,530400.8128,6346,,
7/24/2021,2185.98,539441.5048,6457,,
7/25/2021,2194.34,546510.698,6401,,
7/26/2021,2228.67,549463.3409,6338,,
7/27/2021,2301.98,545518.1575,6277,,
7/28/2021,2301.12,552945.8608,6291,,
7/29/2021,2383.24,554991.031,6356,,
7/30/2021,2470.76,535578.782,6267,,
7/31/2021,2531.75,554898.312,6298,,
8/1/2021,2556.41,560842.4677,6314,,
8/2/2021,2608.44,572773.3879,6396,,
8/3/2021,2508.21,583146.7292,6346,,
8/4/2021,2725.72,589185.1148,6322,,
8/5/2021,2829.23,586145.8508,6349,,
8/6/2021,2892.36,583001.5046,6451,,
8/7/2021,3162.43,593179.9125,6549,,
8/8/2021,3013.75,591121.9159,6496,,
8/9/2021,3164.94,607369.4509,6505,,
8/10/2021,3141.67,619487.7875,6507,,
8/11/2021,3168.24,597295.3268,6401,,
8/12/2021,3047.29,611582.3824,6510,,
8/13/2021,3324.26,608645.19,6474,,
8/14/2021,3266.71,608912.5631,6500,,
8/15/2021,3311.12,599448.6015,6420,,
8/16/2021,3147.63,600680.3239,6500,,
8/17/2021,3011.96,612692.7613,6516,,
8/18/2021,3013.52,614434.5584,6399,,
8/19/2021,3184.74,639189.3216,6565,,
8/20/2021,3286.5,620184.9921,6459,,
8/21/2021,3226.59,634292.4571,6431,,
8/22/2021,3241.65,637515.1922,6521,,
8/23/2021,3322.71,622243.7809,6409,,
8/24/2021,3172.57,641082.4804,6509,,
8/25/2021,3228.86,646723.3124,6439,,
8/26/2021,3093.62,650815.1401,6504,,
8/27/2021,3275.87,649086.6499,6431,,
8/28/2021,3246.78,641075.5588,6460,,
8/29/2021,3225.3,644359.7186,6489,,
8/30/2021,3228.46,653900.8128,6472,,
8/31/2021,3435.17,663087.1763,6443,,
9/1/2021,3829.18,652124.3965,6455,,
9/2/2021,3787.7,675293.7002,6541,,
9/3/2021,3939.79,676634.6325,6466,,
9/4/2021,3887.01,665850.3958,6429,,
9/5/2021,3952.33,689556.6066,6529,,
9/6/2021,3928.4,686845.3031,6459,,
9/7/2021,3433.48,684865.9509,6417,,
9/8/2021,3499.69,695160.1981,6495,,
9/9/2021,3424.24,689976.9123,6466,,
9/10/2021,3209.41,693490.5537,6459,,
9/11/2021,3266.43,695994.1011,6396,,
9/12/2021,3405.32,715404.4068,6538,,
9/13/2021,3285.4,695488.6943,6412,,
9/14/2021,3436.05,693885.5498,6461,,
9/15/2021,3615.22,701955.9772,6454,,
9/16/2021,3569.26,703614.8161,6492,,
9/17/2021,3398.82,701845.7732,6467,,
9/18/2021,3435.76,709714.9578,6451,,
9/19/2021,3328.85,713020.5052,6508,,
9/20/2021,2966.51,708289.5205,6432,,
9/21/2021,2760.2,729828.4272,6496,,
9/22/2021,3078.88,713263.1751,6437,,
9/23/2021,3154.62,696252.0361,6411,,
9/24/2021,2930.86,709173.874,6455,,
9/25/2021,2925.34,736674.3172,6573,,
9/26/2021,3064.21,718439.2308,6402,,
9/27/2021,2927.73,719363.987,6454,,
9/28/2021,2807.44,703279.6032,6358,,
9/29/2021,2850.87,714292.5673,6412,,
9/30/2021,3000.83,705663.7216,6338,,
10/1/2021,3310.63,729106.0202,6485,,
10/2/2021,3389.48,728724.3801,6388,,
10/3/2021,3420.14,721702.9948,6363,,
10/4/2021,3384.5,718428.7103,6366,,
10/5/2021,3516.09,745227.6862,6411,,
10/6/2021,3576.08,744109.3803,6427,,
10/7/2021,3588.2,732914.122,6324,,
10/8/2021,3562.84,755056.9149,6417,,
10/9/2021,3576.4,734342.6853,6349,,
10/10/2021,3416.49,734875.5102,6375,,
10/11/2021,3544.14,753653.3135,6382,,
10/12/2021,3490.61,751624.8591,6353,,
10/13/2021,3607.55,755125.0721,6320,,
10/14/2021,3791.23,750305.2634,6330,,
10/15/2021,3868.16,730258.3181,6318,,
10/16/2021,3829.61,750456.8859,6446,,
10/17/2021,3846.66,750143.6308,6385,,
10/18/2021,3746.14,743880.9098,6316,,
10/19/2021,3877.45,747945.6305,6440,,
10/20/2021,4162.49,754709.6163,6354,,
10/21/2021,4062.76,764763.9938,6487,,
10/22/2021,3971.95,775464.5922,6411,,
10/23/2021,4168.96,762041.8258,6348,,
10/24/2021,4082.08,771219.5668,6359,,
10/25/2021,4220.26,791071.4421,6418,,
10/26/2021,4129.95,796164.1634,6414,,
10/27/2021,3924.31,792962.2137,6345,,
10/28/2021,4288.22,782103.3856,6408,,
10/29/2021,4417.4,784257.731,6368,,
10/30/2021,4323.94,798599.361,6345,,
10/31/2021,4290.1,778448.5875,6317,,
11/1/2021,4322.79,812768.9228,6423,,
11/2/2021,4593.15,813533.6271,6308,,
11/3/2021,4604.4,821207.0578,6385,,
11/4/2021,4536.99,786898.5689,6282,,
11/5/2021,4480.09,809414.9277,6446,,
11/6/2021,4521.41,803254.6443,6339,,
11/7/2021,4617.13,830058.8955,6452,,
11/8/2021,4810.97,828352.8021,6346,,
11/9/2021,4732.07,843908.6252,6372,,
11/10/2021,4632.98,827627.5242,6382,,
11/11/2021,4722.68,852646.6571,6373,,
11/12/2021,4668.7,851709.6849,6421,,
11/13/2021,4645.64,858640.8968,6326,,
11/14/2021,4627.5,846521.7889,6345,,
11/15/2021,4561.38,860730.2002,6319,,
11/16/2021,4210.14,840451.8551,6254,,
11/17/2021,4289.75,876388.0683,6390,,
11/18/2021,3998.17,892219.4763,6372,,
11/19/2021,4299.27,846258.9856,6232,,
11/20/2021,4415.72,841135.7763,6295,,
11/21/2021,4264.61,837845.0236,6287,,
11/22/2021,4090.46,863875.1297,6367,,
11/23/2021,4341.17,862727.0348,6339,,
11/24/2021,4271.96,863950.8831,6304,,
11/25/2021,4523.8,836120.0865,6303,,
11/26/2021,4042.55,810891.6785,6218,,
11/27/2021,4100.3,846268.2485,6386,,
11/28/2021,4297.92,853575.8145,6256,,
11/29/2021,4448.49,856967.8171,6207,,
11/30/2021,4642.38,856030.0567,6259,,
12/1/2021,4580.57,866811.3409,6237,,
12/2/2021,4514.8,885583.4592,6246,,
12/3/2021,4219.32,880689.4078,6294,,
12/4/2021,4124.26,871192.6314,6177,,
12/5/2021,4201.09,897619.6677,6228,,
12/6/2021,4357.17,902881.1073,6273,,
12/7/2021,4309.7,909842.3857,6266,,
12/8/2021,4439.98,904023.9881,6225,,
12/9/2021,4111.92,904222.6675,6282,,
12/10/2021,3902.49,890155.2453,6427,,
12/11/2021,4088.68,886741.6694,6488,,
12/12/2021,4135.31,895346.7175,6523,,
12/13/2021,3785.08,923067.6744,6486,,
12/14/2021,3862.18,932658.5315,6391,,
12/15/2021,4020.19,924274.0751,6478,,
12/16/2021,3957.03,901874.6907,6397,,
12/17/2021,3876.37,902430.8407,6468,,
12/18/2021,3961.96,927235.4423,6508,,
12/19/2021,3924.55,918428.5423,6453,,
12/20/2021,3945.57,949127.0092,6545,,
12/21/2021,4017.7,947223.3495,6442,,
12/22/2021,3982.7,930372.6554,6426,,
12/23/2021,4112.35,927101.3504,6415,,
12/24/2021,4047.87,931910.5518,6468,,
12/25/2021,4109.25,927482.138,6460,,
12/26/2021,4063.44,925236.3491,6467,,
12/27/2021,4037.87,933679.6269,6477,,
12/28/2021,3793.54,929503.7485,6442,,
12/29/2021,3629.31,946471.4939,6519,,
12/30/2021,3710.08,952593.718,6432,,
12/31/2021,3675.79,925877.7919,6379,,
